***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.46 - Agosto  de 2023 (CPLEX)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - DEZEMBRO/23 - JANEIRO/24 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPE- Data do Caso: 29/11/2023                                                       
____________________________________________________________________

----------------------------------------------
Geracao e custos marginais por unidade termica                                  
----------------------------------------------
------------------------------------------------------
IPER:      Indice do periodo.                                                                                                                                                                           
USIT:      Numero de cadastro da usina termoeletrica                                                                                                                                                    
UNIDT:     Numero de cadastro da unidade termoeletrica                                                                                                                                                  
Nome Usit: Nome da usina termoeletrica                                                                                                                                                                  
NomeSist:  Nome do subsistema                                                                                                                                                                           
NumBarra:  Numero da barra da rede eletrica                                                                                                                                                             
GTER:      Geracao Termoeletrica                                                                                                                                                                        
CustLin:   Custo linear de geracao da unidade termica                                                                                                                                                   
CMO:       Custo marginal de operacao                                                                                                                                                                   
CMB:       Custo marginal de operacao da barra                                                                                                                                                          
------------------------------------------------------

-----;-----;------;--------------;--------;--------;---------;---------;----------;------------;
IPER ;USIT ;UNIDT ;  Nome Usit   ;NomeSist;NumBarra;  GTER   ; CustLin ;   CMO    ;    CMB     ;
  -  ;  -  ;  -   ;      -       ;   -    ;   -    ;  (MW)   ; ($/MWh) ; (R$/MWh) ;  (R$/MWh)  ;
-----;-----;------;--------------;--------;--------;---------;---------;----------;------------;
  40 ; 167 ; 001  ; P. PECEM I   ; NE     ;  5658  ;     0.00;   395.81;     0.06 ;       0.15 ;
  40 ; 167 ; 002  ; P. PECEM I   ; NE     ;  5658  ;     0.00;   395.81;     0.06 ;       0.15 ;
  40 ; 170 ; 001  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 002  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 003  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 004  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 005  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 006  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 007  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 008  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 009  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 010  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 011  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 012  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 013  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 014  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 015  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 016  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 170 ; 017  ; SUAPE II     ; NE     ;  6021  ;     0.00;  1121.25;     0.06 ;       0.01 ;
  40 ; 221 ; 001  ; SYKUE I      ; NE     ;  6365  ;     0.00;   510.12;     0.06 ;       0.07 ;
  40 ; 223 ; 001  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.06 ;       0.13 ;
  40 ; 223 ; 002  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.06 ;       0.13 ;
  40 ; 223 ; 003  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.06 ;       0.13 ;
  40 ; 223 ; 004  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.06 ;       0.13 ;
  40 ; 223 ; 005  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.06 ;       0.13 ;
  40 ; 223 ; 006  ; PROSPERID. 3 ; NE     ; 45528  ;     0.00;   208.41;     0.06 ;       0.13 ;
  40 ; 224 ; 001  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.06 ;      -0.04 ;
  40 ; 224 ; 002  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.06 ;      -0.04 ;
  40 ; 224 ; 003  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.06 ;      -0.04 ;
  40 ; 224 ; 004  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.06 ;      -0.04 ;
  40 ; 224 ; 005  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.06 ;      -0.04 ;
  40 ; 224 ; 006  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.06 ;      -0.04 ;
  40 ; 224 ; 007  ; P. SERGIPE I ; NE     ;  5700  ;     0.00;   384.45;     0.06 ;      -0.04 ;
  40 ; 241 ; 001  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   385.26;     0.06 ;       0.13 ;
  40 ; 241 ; 002  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   385.26;     0.06 ;       0.13 ;
  40 ; 241 ; 003  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   385.26;     0.06 ;       0.13 ;
  40 ; 241 ; 004  ; PROSPERID. 2 ; NE     ;  8421  ;     0.00;   385.26;     0.06 ;       0.13 ;
  40 ; 042 ; 001  ; FORTALEZA    ; NE     ;  5654  ;     0.00;   285.83;     0.06 ;       0.15 ;
  40 ; 042 ; 002  ; FORTALEZA    ; NE     ;  5654  ;     0.00;   285.83;     0.06 ;       0.15 ;
  40 ; 042 ; 003  ; FORTALEZA    ; NE     ;  5654  ;     0.00;   285.83;     0.06 ;       0.15 ;
  40 ; 043 ; 001  ; TERMOBAHIA   ; NE     ;  5827  ;     0.00;   783.44;     0.06 ;       0.13 ;
  40 ; 052 ; 001  ; CAMPINA GDE  ; NE     ;  5220  ;     0.00;  1098.62;     0.06 ;       0.01 ;
  40 ; 052 ; 002  ; CAMPINA GDE  ; NE     ;  5220  ;     0.00;  1098.62;     0.06 ;       0.01 ;
  40 ; 052 ; 003  ; CAMPINA GDE  ; NE     ;  5220  ;     0.00;  1098.62;     0.06 ;       0.01 ;
  40 ; 052 ; 004  ; CAMPINA GDE  ; NE     ;  5220  ;     0.00;  1098.62;     0.06 ;       0.01 ;
  40 ; 053 ; 001  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 002  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 003  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 004  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 005  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 006  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 007  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 008  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 009  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 010  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 053 ; 011  ; GLOBAL I     ; NE     ;  5820  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 001  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 002  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 003  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 004  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 005  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 006  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 007  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 008  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 009  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 010  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 055 ; 011  ; GLOBAL II    ; NE     ;  5823  ;     0.00;  1244.94;     0.06 ;       0.13 ;
  40 ; 057 ; 001  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.06 ;       0.15 ;
  40 ; 057 ; 002  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.06 ;       0.15 ;
  40 ; 057 ; 003  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.06 ;       0.15 ;
  40 ; 057 ; 004  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.06 ;       0.15 ;
  40 ; 057 ; 005  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.06 ;       0.15 ;
  40 ; 057 ; 006  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.06 ;       0.15 ;
  40 ; 057 ; 007  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.06 ;       0.15 ;
  40 ; 057 ; 008  ; MARACANAU I  ; NE     ;  5460  ;     0.00;  1067.75;     0.06 ;       0.15 ;
  40 ; 058 ; 001  ; TERMOCEARA   ; NE     ;  5660  ;     0.00;   567.76;     0.06 ;       0.15 ;
  40 ; 058 ; 002  ; TERMOCEARA   ; NE     ;  5660  ;     0.00;   567.76;     0.06 ;       0.15 ;
  40 ; 058 ; 003  ; TERMOCEARA   ; NE     ;  5660  ;     0.00;   567.76;     0.06 ;       0.15 ;
  40 ; 058 ; 004  ; TERMOCEARA   ; NE     ;  5660  ;     0.00;   567.76;     0.06 ;       0.15 ;
  40 ; 067 ; 001  ; TERMONE      ; NE     ;  5219  ;     0.00;  1089.77;     0.06 ;       0.01 ;
  40 ; 067 ; 002  ; TERMONE      ; NE     ;  5219  ;     0.00;  1089.77;     0.06 ;       0.01 ;
  40 ; 067 ; 003  ; TERMONE      ; NE     ;  5219  ;     0.00;  1089.77;     0.06 ;       0.01 ;
  40 ; 069 ; 001  ; TERMOPB      ; NE     ;  5218  ;     0.00;  1089.77;     0.06 ;       0.01 ;
  40 ; 069 ; 002  ; TERMOPB      ; NE     ;  5218  ;     0.00;  1089.77;     0.06 ;       0.01 ;
  40 ; 069 ; 003  ; TERMOPB      ; NE     ;  5218  ;     0.00;  1089.77;     0.06 ;       0.01 ;
  40 ; 083 ; 001  ; VALE DO ACU  ; NE     ;  5466  ;     0.00;   450.86;     0.06 ;       0.01 ;
  40 ; 083 ; 002  ; VALE DO ACU  ; NE     ;  5466  ;     0.00;   450.86;     0.06 ;       0.01 ;
  40 ; 096 ; 001  ; TERMOPE      ; NE     ;  5151  ;     0.00;   235.89;     0.06 ;       0.01 ;
  40 ; 096 ; 002  ; TERMOPE      ; NE     ;  5151  ;     0.00;   235.89;     0.06 ;       0.01 ;
  40 ; 096 ; 003  ; TERMOPE      ; NE     ;  5151  ;     0.00;   235.89;     0.06 ;       0.01 ;
  40 ; 098 ; 001  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   945.85;     0.06 ;       0.01 ;
  40 ; 098 ; 002  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   945.85;     0.06 ;       0.01 ;
  40 ; 098 ; 003  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   945.85;     0.06 ;       0.01 ;
  40 ; 098 ; 004  ; PERNAMBU_III ; NE     ;  5178  ;     0.00;   945.85;     0.06 ;       0.01 ;
  40 ; 116 ; 001  ; PARNAIBA IV  ; N      ;  5642  ;     0.00;   151.69;     0.08 ;       0.10 ;
  40 ; 140 ; 001  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.08 ;       0.08 ;
  40 ; 140 ; 002  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.08 ;       0.08 ;
  40 ; 140 ; 003  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.08 ;       0.08 ;
  40 ; 140 ; 004  ; MAUA 3       ; N      ;  8535  ;    85.45;   103.03;     0.08 ;       0.08 ;
  40 ; 140 ; 005  ; MAUA 3       ; N      ;  8535  ;   189.55;   103.03;     0.08 ;       0.08 ;
  40 ; 140 ; 006  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.08 ;       0.08 ;
  40 ; 140 ; 007  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.08 ;       0.08 ;
  40 ; 140 ; 008  ; MAUA 3       ; N      ;  8535  ;     0.00;   103.03;     0.08 ;       0.08 ;
  40 ; 176 ; 001  ; PORTO ITAQUI ; N      ;  5609  ;     0.00;   391.53;     0.08 ;       0.10 ;
  40 ; 201 ; 001  ; APARECIDA    ; N      ;  8653  ;     0.00;   103.03;     0.08 ;       0.08 ;
  40 ; 201 ; 002  ; APARECIDA    ; N      ;  8653  ;    38.69;   103.03;     0.08 ;       0.08 ;
  40 ; 201 ; 003  ; APARECIDA    ; N      ;  8646  ;    36.31;   103.03;     0.08 ;       0.08 ;
  40 ; 201 ; 004  ; APARECIDA    ; N      ;  8646  ;     0.00;   103.03;     0.08 ;       0.08 ;
  40 ; 203 ; 001  ; C. ROCHA     ; N      ;  8611  ;     1.68;     0.00;     0.08 ;       0.08 ;
  40 ; 203 ; 002  ; C. ROCHA     ; N      ;  8611  ;    17.08;     0.00;     0.08 ;       0.08 ;
  40 ; 203 ; 003  ; C. ROCHA     ; N      ;  8611  ;    17.08;     0.00;     0.08 ;       0.08 ;
  40 ; 203 ; 004  ; C. ROCHA     ; N      ;  8611  ;     0.00;     0.00;     0.08 ;       0.08 ;
  40 ; 203 ; 005  ; C. ROCHA     ; N      ;  8611  ;    17.08;     0.00;     0.08 ;       0.08 ;
  40 ; 204 ; 006  ; JARAQUI      ; N      ;  8612  ;    36.08;     0.00;     0.08 ;       0.08 ;
  40 ; 204 ; 007  ; JARAQUI      ; N      ;  8616  ;    26.92;     0.00;     0.08 ;       0.08 ;
  40 ; 205 ; 001  ; MANAUARA     ; N      ;  8609  ;    18.35;     0.00;     0.08 ;       0.08 ;
  40 ; 205 ; 002  ; MANAUARA     ; N      ;  8609  ;     0.00;     0.00;     0.08 ;       0.08 ;
  40 ; 205 ; 003  ; MANAUARA     ; N      ;  8609  ;    15.30;     0.00;     0.08 ;       0.08 ;
  40 ; 205 ; 004  ; MANAUARA     ; N      ;  8609  ;    18.35;     0.00;     0.08 ;       0.08 ;
  40 ; 207 ; 001  ; PONTA NEGRA  ; N      ;  8610  ;    18.35;     0.00;     0.08 ;       0.08 ;
  40 ; 207 ; 002  ; PONTA NEGRA  ; N      ;  8610  ;    18.35;     0.00;     0.08 ;       0.08 ;
  40 ; 207 ; 003  ; PONTA NEGRA  ; N      ;  8610  ;     8.95;     0.00;     0.08 ;       0.08 ;
  40 ; 207 ; 004  ; PONTA NEGRA  ; N      ;  8610  ;    18.35;     0.00;     0.08 ;       0.08 ;
  40 ; 209 ; 005  ; TAMBAQUI     ; N      ;  8617  ;    17.56;     0.00;     0.08 ;       0.08 ;
  40 ; 209 ; 006  ; TAMBAQUI     ; N      ;  8615  ;    39.36;     0.00;     0.08 ;       0.08 ;
  40 ; 209 ; 007  ; TAMBAQUI     ; N      ;  8617  ;     6.08;     0.00;     0.08 ;       0.08 ;
  40 ; 021 ; 001  ; MARANHAO V   ; N      ;  5648  ;     0.00;   189.96;     0.08 ;       0.10 ;
  40 ; 212 ; 001  ; MARANHAO III ; N      ;  5646  ;   490.00;   105.87;     0.08 ;       0.10 ;
  40 ; 239 ; 001  ; PARNAIBA V   ; N      ;  5642  ;     0.00;   203.43;     0.08 ;       0.10 ;
  40 ; 036 ; 001  ; MARANHAO IV  ; N      ;  5647  ;     0.00;   189.96;     0.08 ;       0.10 ;
  40 ; 046 ; 001  ; N.VENECIA 2  ; N      ;  5650  ;     0.00;   286.88;     0.08 ;       0.10 ;
  40 ; 070 ; 001  ; GERAMAR II   ; N      ;  6447  ;     0.00;  1098.58;     0.08 ;       0.10 ;
  40 ; 070 ; 002  ; GERAMAR II   ; N      ;  6447  ;     0.00;  1098.58;     0.08 ;       0.10 ;
  40 ; 070 ; 003  ; GERAMAR II   ; N      ;  6448  ;     0.00;  1098.58;     0.08 ;       0.10 ;
  40 ; 070 ; 004  ; GERAMAR II   ; N      ;  6448  ;     0.00;  1098.58;     0.08 ;       0.10 ;
  40 ; 073 ; 001  ; GERAMAR I    ; N      ;  5557  ;     0.00;  1098.58;     0.08 ;       0.10 ;
  40 ; 073 ; 002  ; GERAMAR I    ; N      ;  5557  ;     0.00;  1098.58;     0.08 ;       0.10 ;
  40 ; 073 ; 003  ; GERAMAR I    ; N      ;  5558  ;     0.00;  1098.58;     0.08 ;       0.10 ;
  40 ; 073 ; 004  ; GERAMAR I    ; N      ;  5558  ;     0.00;  1098.58;     0.08 ;       0.10 ;
  41 ; 001 ; 001  ; ANGRA 1      ; SE     ;    10  ;     0.00;    31.17;     0.01 ;       0.02 ;
  41 ; 108 ; 001  ; XAVANTES     ; SE     ;  2979  ;     0.00;  3681.58;     0.01 ;       0.02 ;
  41 ; 108 ; 002  ; XAVANTES     ; SE     ;  2979  ;     0.00;  3681.58;     0.01 ;       0.02 ;
  41 ; 110 ; 001  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 002  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 003  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 004  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 005  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 006  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 007  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 008  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 009  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 010  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 011  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 012  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 013  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 014  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 110 ; 015  ; N.PIRATININ  ; SE     ;   404  ;     0.00;   964.45;     0.01 ;       0.02 ;
  41 ; 012 ; 001  ; CUIABA G CC  ; SE     ;  4596  ;     0.00;     0.00;     0.01 ;       0.02 ;
  41 ; 012 ; 002  ; CUIABA G CC  ; SE     ;  4596  ;     0.00;     0.00;     0.01 ;       0.02 ;
  41 ; 012 ; 003  ; CUIABA G CC  ; SE     ;  4596  ;     0.00;     0.00;     0.01 ;       0.02 ;
  41 ; 013 ; 001  ; ANGRA 2      ; SE     ;    11  ;  1350.00;    20.12;     0.01 ;       0.02 ;
  41 ; 137 ; 001  ; GNA          ; SE     ;    53  ;     0.00;   389.49;     0.01 ;       0.02 ;
  41 ; 146 ; 001  ; STA VITORIA  ; SE     ;  7160  ;     0.00;   150.06;     0.01 ;       0.02 ;
  41 ; 015 ; 001  ; LINHARES     ; SE     ;  9026  ;     0.00;   308.57;     0.01 ;       0.02 ;
  41 ; 015 ; 002  ; LINHARES     ; SE     ;  9026  ;     0.00;   308.57;     0.01 ;       0.02 ;
  41 ; 015 ; 003  ; LINHARES     ; SE     ;  9026  ;     0.00;   308.57;     0.01 ;       0.02 ;
  41 ; 015 ; 004  ; LINHARES     ; SE     ;  9026  ;     0.00;   308.57;     0.01 ;       0.02 ;
  41 ; 153 ; 001  ; DAIA         ; SE     ;  3004  ;     0.00;     0.00;     0.01 ;       0.02 ;
  41 ; 153 ; 002  ; DAIA         ; SE     ;  3004  ;     0.00;     0.00;     0.01 ;       0.02 ;
  41 ; 155 ; 001  ; GOIANIA II   ; SE     ;  3017  ;     0.00;  2702.48;     0.01 ;       0.02 ;
  41 ; 155 ; 002  ; GOIANIA II   ; SE     ;  3017  ;     0.00;  2702.48;     0.01 ;       0.02 ;
  41 ; 182 ; 001  ; PALMEIRAS GO ; SE     ;  3740  ;     0.00;  1729.18;     0.01 ;       0.02 ;
  41 ; 182 ; 002  ; PALMEIRAS GO ; SE     ;  3740  ;     0.00;  1729.18;     0.01 ;       0.02 ;
  41 ; 194 ; 001  ; T.NORTE 2    ; SE     ;  6913  ;     0.00;  2997.89;     0.01 ;       0.02 ;
  41 ; 194 ; 002  ; T.NORTE 2    ; SE     ;  6913  ;     0.00;  2997.89;     0.01 ;       0.02 ;
  41 ; 194 ; 003  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;  2997.89;     0.01 ;       0.02 ;
  41 ; 194 ; 004  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;  2997.89;     0.01 ;       0.02 ;
  41 ; 194 ; 005  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;  2997.89;     0.01 ;       0.02 ;
  41 ; 194 ; 006  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;  2997.89;     0.01 ;       0.02 ;
  41 ; 194 ; 007  ; T.NORTE 2    ; SE     ;  6912  ;     0.00;  2997.89;     0.01 ;       0.02 ;
  41 ; 211 ; 001  ; BAIXADA FLU  ; SE     ;  9627  ;     0.00;   201.36;     0.01 ;       0.02 ;
  41 ; 211 ; 002  ; BAIXADA FLU  ; SE     ;  9627  ;     0.00;   201.36;     0.01 ;       0.02 ;
  41 ; 211 ; 003  ; BAIXADA FLU  ; SE     ;  9627  ;     0.00;   201.36;     0.01 ;       0.02 ;
  41 ; 229 ; 001  ; ONCA PINTADA ; SE     ;  7646  ;     0.00;   138.91;     0.01 ;       0.02 ;
  41 ; 245 ; 001  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 002  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 003  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 004  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 005  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 006  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 007  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 008  ; KARKEY 013   ; SE     ; 45065  ;    40.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 009  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 010  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 011  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 012  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 245 ; 013  ; KARKEY 013   ; SE     ; 45065  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 246 ; 001  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 246 ; 002  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 246 ; 003  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 246 ; 004  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 246 ; 005  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 246 ; 006  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 246 ; 007  ; KARKEY 019   ; SE     ; 45067  ;     0.00;  1050.22;     0.01 ;       0.02 ;
  41 ; 247 ; 001  ; LINHARES PCS ; SE     ;  9026  ;     0.00;  1544.47;     0.01 ;       0.02 ;
  41 ; 248 ; 001  ; PAULINIA     ; SE     ; 44865  ;    15.00;  1499.04;     0.01 ;       0.02 ;
  41 ; 249 ; 001  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.01 ;       0.02 ;
  41 ; 249 ; 002  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.01 ;       0.02 ;
  41 ; 249 ; 003  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.01 ;       0.02 ;
  41 ; 249 ; 004  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.01 ;       0.02 ;
  41 ; 249 ; 005  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.01 ;       0.02 ;
  41 ; 249 ; 006  ; PORSUD I     ; SE     ; 45069  ;     0.00;  1208.26;     0.01 ;       0.02 ;
  41 ; 250 ; 001  ; PORSUD II    ; SE     ; 45072  ;     0.00;  1203.97;     0.01 ;       0.02 ;
  41 ; 250 ; 002  ; PORSUD II    ; SE     ; 45072  ;     0.00;  1203.97;     0.01 ;       0.02 ;
  41 ; 250 ; 003  ; PORSUD II    ; SE     ; 45072  ;     0.00;  1203.97;     0.01 ;       0.02 ;
